seqnames	start	end	width	strand	refGenome	reads	patient	GTSP	cellType	timePoint	timePointDays	timePointMonths	posid	estAbund	relAbund	inFeature	nearestFeature	nearestFeatureStrand	inFeatureExon	inFeatureSameOrt	nearestFeatureDist	nearestOncoFeature	nearestOncoFeatureDist	nearestOncoFeatureStrand	nearestlymphomaFeature	nearestlymphomaFeatureDist	nearestlymphomaFeatureStrand
chr9	19265492	19265492	1	+	hg38	1	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chr9+19265492	1	0.027359781121751026	TRUE	DENND4C	+	FALSE	TRUE	0	MLLT3	1076171	-	JAK2	14137308	+
chr9	20727850	20727850	1	+	hg38	11	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chr9+20727850	1	0.027359781121751026	TRUE	FOCAD	+	FALSE	TRUE	0	MLLT3	-105306	-	JAK2	15599666	+
chr9	20955857	20955857	1	+	hg38	40	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chr9+20955857	1	0.027359781121751026	TRUE	FOCAD	+	FALSE	TRUE	-0	MLLT3	-333313	-	JAK2	15827673	+
chr9	29100492	29100492	1	+	hg38	1	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chr9+29100492	1	0.027359781121751026	TRUE	LINGO2	-	FALSE	FALSE	0	TEK	1870313	+	JAK2	23972308	+
chr9	31218756	31218756	1	+	hg38	34	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chr9+31218756	1	0.027359781121751026	FALSE	LINC01243	-	FALSE	FALSE	152853	TOPORS	1321786	-	JAK2	26090572	+
chr9	3288102	3288102	1	+	hg38	46	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chr9+3288102	1	0.027359781121751026	TRUE	RFX3	-	FALSE	FALSE	-0	JAK2	-1696982	+	JAK2	-1696982	+
chr9	33030239	33030239	1	+	hg38	129	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chr9+33030239	1	0.027359781121751026	TRUE	DNAJA1	+	FALSE	TRUE	0	BAG1	222230	-	JAK2	27902055	+
chr9	35037296	35037296	1	+	hg38	52	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chr9+35037296	1	0.027359781121751026	FALSE	C9orf131	+	FALSE	TRUE	-3797	FANCG	36540	-	JAK2	29909112	+
chr9	5007426	5007426	1	+	hg38	15	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chr9+5007426	1	0.027359781121751026	TRUE	JAK2	+	FALSE	TRUE	0	JAK2	0	+	JAK2	0	+
chr9	5067466	5067466	1	+	hg38	27	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chr9+5067466	1	0.027359781121751026	TRUE	JAK2	+	FALSE	TRUE	-0	JAK2	-0	+	JAK2	-0	+
chr9	66752541	66752541	1	+	hg38	1	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chr9+66752541	1	0.027359781121751026	FALSE	ZNF658	+	FALSE	TRUE	-148182	TJP2	-2368721	+	TAL2	-38909914	+
chr9	6983863	6983863	1	+	hg38	52	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chr9+6983863	1	0.027359781121751026	TRUE	KDM4C	+	FALSE	TRUE	-0	KDM4C	-0	+	JAK2	1855679	+
chr9	70269217	70269217	1	+	hg38	59	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chr9+70269217	1	0.027359781121751026	TRUE	SMC5	+	FALSE	TRUE	0	TJP2	1014008	+	TAL2	-35393238	+
chr9	74512442	74512442	1	+	hg38	10	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chr9+74512442	1	0.027359781121751026	TRUE	RORB	+	FALSE	TRUE	0	ANXA1	1342048	+	TAL2	-31150013	+
chr9	77377842	77377842	1	+	hg38	23	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chr9+77377842	1	0.027359781121751026	TRUE	VPS13A	+	FALSE	TRUE	-0	GNAQ	338430	-	TAL2	-28284613	+
chr9	77787693	77787693	1	+	hg38	5	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chr9+77787693	2	0.05471956224350205	TRUE	GNAQ	-	FALSE	FALSE	-0	GNAQ	-0	-	TAL2	-27874762	+
chr9	79683658	79683658	1	+	hg38	5	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chr9+79683658	1	0.027359781121751026	TRUE	TLE4	+	FALSE	TRUE	-0	GNAQ	-1652208	-	TAL2	-25978797	+
chr9	81085196	81085196	1	+	hg38	1	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chr9+81085196	1	0.027359781121751026	FALSE	TLE1	-	FALSE	FALSE	498485	IDNK	-2537851	+	TAL2	-24577259	+
chr9	8315603	8315603	1	+	hg38	11	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chr9+8315603	1	0.027359781121751026	TRUE	PTPRD	-	TRUE	FALSE	-0	PTPRD	-0	-	JAK2	3187419	+
chr9	85949862	85949862	1	+	hg38	13	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chr9+85949862	1	0.027359781121751026	TRUE	NAA35	+	FALSE	TRUE	0	NTRK2	922791	+	TAL2	-19712593	+
chr9	85997043	85997043	1	+	hg38	2	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chr9+85997043	1	0.027359781121751026	TRUE	NAA35	+	FALSE	TRUE	-0	GAS1	947317	-	TAL2	-19665412	+
chr9	8784279	8784279	1	+	hg38	22	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chr9+8784279	1	0.027359781121751026	TRUE	PTPRD	-	FALSE	FALSE	-0	PTPRD	-0	-	JAK2	3656095	+
chr9	91322857	91322857	1	+	hg38	2	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chr9+91322857	1	0.027359781121751026	TRUE	AUH	-	FALSE	FALSE	0	AUH	0	-	TAL2	-14339598	+
chr9	92386285	92386285	1	+	hg38	2	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chr9+92386285	1	0.027359781121751026	TRUE	CENPP,OGN	+,-	TRUE	FALSE	-0	OMD	27958	-	TAL2	-13276170	+
chr9	94387058	94387058	1	+	hg38	3	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chr9+94387058	1	0.027359781121751026	TRUE	MFSD14B	+	FALSE	TRUE	0	FANCC	711994	-	TAL2	-11275397	+
chr9	96477315	96477315	1	+	hg38	15	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chr9+96477315	1	0.027359781121751026	TRUE	HABP4	+	FALSE	TRUE	-0	PTCH1	-960257	-	TAL2	-9185140	+
chr9	99118851	99118851	1	+	hg38	24	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chr9+99118851	1	0.027359781121751026	TRUE	TGFBR1	+	FALSE	TRUE	0	TGFBR1	0	+	TAL2	-6543604	+
chr9	99816147	99816147	1	+	hg38	66	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chr9+99816147	1	0.027359781121751026	TRUE	LOC101928438	-	FALSE	FALSE	0	NR4A3	-5706	+	TAL2	-5846308	+
chrX	101017601	101017601	1	-	hg38	13	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX-101017601	1	0.027359781121751026	TRUE	TRMT2B	-	FALSE	TRUE	-0	BTK	331844	-	MTCP1	54046431	-
chrX	119845728	119845728	1	-	hg38	33	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX-119845728	1	0.027359781121751026	TRUE	UPF3B	-	FALSE	TRUE	0	SEPT6	-152357	-	MTCP1	35218304	-
chrX	119881701	119881701	1	-	hg38	1	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX-119881701	1	0.027359781121751026	FALSE	NDUFA1	+	FALSE	FALSE	5034	SEPT6	-188330	-	MTCP1	35182331	-
chrX	120258936	120258936	1	-	hg38	2	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX-120258936	1	0.027359781121751026	TRUE	TMEM255A	-	TRUE	TRUE	-0	ZBTB33	539	+	MTCP1	34805096	-
chrX	123625640	123625640	1	-	hg38	51	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX-123625640	1	0.027359781121751026	TRUE	THOC2	-	FALSE	TRUE	-0	STAG2	-334918	+	MTCP1	31438392	-
chrX	123634899	123634899	1	-	hg38	3	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX-123634899	1	0.027359781121751026	TRUE	THOC2	-	FALSE	TRUE	-0	STAG2	-325659	+	MTCP1	31429133	-
chrX	123862723	123862723	1	-	hg38	36	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX-123862723	1	0.027359781121751026	TRUE	XIAP	+	FALSE	FALSE	0	STAG2	-97835	+	MTCP1	31201309	-
chrX	124143972	124143972	1	-	hg38	4	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX-124143972	1	0.027359781121751026	FALSE	STAG2	+	FALSE	FALSE	41315	STAG2	41315	+	MTCP1	30920060	-
chrX	136236829	136236829	1	-	hg38	4	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX-136236829	1	0.027359781121751026	TRUE	MAP7D3	-	FALSE	TRUE	0	PHF6	1808036	+	MTCP1	18827203	-
chrX	13742437	13742437	1	-	hg38	18	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX-13742437	1	0.027359781121751026	TRUE	OFD1	+	FALSE	FALSE	0	EGFL6	108861	+	MTCP1	141321595	-
chrX	13746237	13746237	1	-	hg38	1	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX-13746237	1	0.027359781121751026	TRUE	OFD1	+	FALSE	FALSE	0	EGFL6	112661	+	MTCP1	141317795	-
chrX	139817428	139817428	1	-	hg38	4	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX-139817428	1	0.027359781121751026	TRUE	ATP11C	-	FALSE	TRUE	-0	MCF2	-109205	-	MTCP1	15246604	-
chrX	142827436	142827436	1	-	hg38	18	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX-142827436	1	0.027359781121751026	FALSE	SPANXN4	+	FALSE	FALSE	-198480	SOX3	-2322375	-	MTCP1	12236596	-
chrX	153897288	153897288	1	-	hg38	7	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX-153897288	1	0.027359781121751026	FALSE	AVPR2	+	FALSE	FALSE	-5241	ARHGAP4	10086	-	MTCP1	1166744	-
chrX	154004094	154004094	1	-	hg38	24	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX-154004094	1	0.027359781121751026	FALSE	IRAK1	-	FALSE	TRUE	6410	NAA10	-68939	-	MTCP1	1059938	-
chrX	154066953	154066953	1	-	hg38	19	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX-154066953	1	0.027359781121751026	TRUE	MECP2	-	FALSE	TRUE	0	NAA10	-131798	-	MTCP1	997079	-
chrX	154453828	154453828	1	-	hg38	4	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX-154453828	1	0.027359781121751026	FALSE	FAM50A	+	FALSE	FALSE	3173	RPL10	51488	+	MTCP1	610204	-
chrX	155051789	155051789	1	-	hg38	6	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX-155051789	2	0.05471956224350205	TRUE	FUNDC2	+	TRUE	FALSE	-0	CMC4	9831	-	MTCP1	12243	-
chrX	155095790	155095790	1	-	hg38	46	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX-155095790	2	0.05471956224350205	TRUE	BRCC3	+	FALSE	FALSE	0	CMC4,MTCP1	-24517	-,-	MTCP1	-24517	-
chrX	21416101	21416101	1	-	hg38	80	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX-21416101	1	0.027359781121751026	TRUE	CNKSR2	+	FALSE	FALSE	0	EIF1AX	-1274252	-	MTCP1	133647931	-
chrX	21861443	21861443	1	-	hg38	33	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX-21861443	1	0.027359781121751026	TRUE	MBTPS2	+	FALSE	FALSE	0	EIF1AX	-1719594	-	MTCP1	133202589	-
chrX	40683672	40683672	1	-	hg38	1	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX-40683672	1	0.027359781121751026	TRUE	MED14	-	FALSE	TRUE	-0	BCOR	-506342	-	MTCP1	114380360	-
chrX	45042838	45042838	1	-	hg38	25	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX-45042838	1	0.027359781121751026	TRUE	KDM6A	+	FALSE	FALSE	-0	KDM6A	-0	+	MTCP1	110021194	-
chrX	45796950	45796950	1	-	hg38	60	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX-45796950	1	0.027359781121751026	FALSE	MIR222	-	FALSE	TRUE	-49825	MIR222	-49825	-	MTCP1	109267082	-
chrX	46008044	46008044	1	-	hg38	36	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX-46008044	1	0.027359781121751026	FALSE	LOC401585	-	FALSE	TRUE	-156553	MIR222	-260919	-	MTCP1	109055988	-
chrX	46743636	46743636	1	-	hg38	3	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX-46743636	1	0.027359781121751026	TRUE	SLC9A7	-	FALSE	TRUE	0	CDK16	-474491	+	MTCP1	108320396	-
chrX	47161373	47161373	1	-	hg38	35	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX-47161373	1	0.027359781121751026	TRUE	RBM10	+	FALSE	FALSE	0	CDK16	-56754	+	MTCP1	107902659	-
chrX	47848855	47848855	1	-	hg38	19	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX-47848855	1	0.027359781121751026	TRUE	ZNF81	+	FALSE	FALSE	0	ELK1	-198250	-	MTCP1	107215177	-
chrX	49055817	49055817	1	-	hg38	56	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX-49055817	1	0.027359781121751026	TRUE	CCDC120	+	FALSE	FALSE	0	TFE3	-12299	-	MTCP1	106008215	-
chrX	53126772	53126772	1	-	hg38	1	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX-53126772	1	0.027359781121751026	TRUE	KANTR	+	FALSE	FALSE	-0	KDM5C	49503	-	MTCP1	101937260	-
chrX	56816873	56816873	1	-	hg38	12	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX-56816873	1	0.027359781121751026	TRUE	NBDY	+	FALSE	FALSE	-0	KDM5C	-3591450	-	MTCP1	98247159	-
chrX	71056330	71056330	1	-	hg38	9	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX-71056330	1	0.027359781121751026	FALSE	SNX12	-	FALSE	TRUE	2915	FOXO4	-39817	+	MTCP1	84007702	-
chrX	75058399	75058399	1	-	hg38	3	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX-75058399	1	0.027359781121751026	TRUE	ABCB7	-	FALSE	TRUE	-0	MAGEE1	-1369252	+	MTCP1	80005633	-
chrX	77632484	77632484	1	-	hg38	136	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX-77632484	1	0.027359781121751026	TRUE	ATRX	-	FALSE	TRUE	-0	ATRX	-0	-	MTCP1	77431548	-
chrX	77939360	77939360	1	-	hg38	4	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX-77939360	1	0.027359781121751026	TRUE	ATP7A	+	FALSE	FALSE	0	ATRX	-153090	-	MTCP1	77124672	-
chrX	84040571	84040571	1	-	hg38	5	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX-84040571	1	0.027359781121751026	FALSE	RPS6KA6	-	FALSE	TRUE	17773	DACH2	-2107878	+	MTCP1	71023461	-
chrX	109703160	109703160	1	+	hg38	12	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX+109703160	1	0.027359781121751026	TRUE	ACSL4	-	FALSE	FALSE	0	TDGF1P3	-817150	+	MTCP1	45360872	-
chrX	110102917	110102917	1	+	hg38	1	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX+110102917	1	0.027359781121751026	TRUE	TMEM164	+	FALSE	TRUE	-0	TDGF1P3	-417393	+	MTCP1	44961115	-
chrX	110138866	110138866	1	+	hg38	3	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX+110138866	1	0.027359781121751026	TRUE	TMEM164	+	FALSE	TRUE	-0	TDGF1P3	-381444	+	MTCP1	44925166	-
chrX	110256747	110256747	1	+	hg38	55	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX+110256747	1	0.027359781121751026	TRUE	AMMECR1	-	FALSE	FALSE	-0	TDGF1P3	-263563	+	MTCP1	44807285	-
chrX	123652730	123652730	1	+	hg38	2	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX+123652730	1	0.027359781121751026	TRUE	THOC2	-	FALSE	FALSE	-0	STAG2	-307828	+	MTCP1	31411302	-
chrX	130235131	130235131	1	+	hg38	1	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX+130235131	1	0.027359781121751026	TRUE	ZNF280C	-	FALSE	FALSE	-0	AIFM1	-69243	-	MTCP1	24828901	-
chrX	13197834	13197834	1	+	hg38	2	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX+13197834	1	0.027359781121751026	FALSE	LINC02154	-	FALSE	FALSE	68212	EGFL6	-371739	+	MTCP1	141866198	-
chrX	148194937	148194937	1	+	hg38	113	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX+148194937	1	0.027359781121751026	FALSE	FMR1NB	+	FALSE	TRUE	168269	BGN	-5299950	+	MTCP1	6869095	-
chrX	148608956	148608956	1	+	hg38	21	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX+148608956	1	0.027359781121751026	TRUE	AFF2	+	FALSE	TRUE	0	BGN	-4885931	+	MTCP1	6455076	-
chrX	148697818	148697818	1	+	hg38	53	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX+148697818	1	0.027359781121751026	TRUE	AFF2	+	FALSE	TRUE	0	BGN	-4797069	+	MTCP1	6366214	-
chrX	148858535	148858535	1	+	hg38	7	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX+148858535	1	0.027359781121751026	TRUE	AFF2	+	FALSE	TRUE	-0	BGN	-4636352	+	MTCP1	6205497	-
chrX	150300416	150300416	1	+	hg38	82	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX+150300416	1	0.027359781121751026	FALSE	MAMLD1	+	FALSE	TRUE	-62860	BGN	-3194471	+	MTCP1	4763616	-
chrX	150713525	150713525	1	+	hg38	142	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX+150713525	1	0.027359781121751026	TRUE	MTMR1	+	FALSE	TRUE	0	BGN	-2781362	+	MTCP1	4350507	-
chrX	153895988	153895988	1	+	hg38	26	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX+153895988	1	0.027359781121751026	FALSE	AVPR2	+	FALSE	TRUE	-6541	L1CAM	-9813	-	MTCP1	1168044	-
chrX	154066514	154066514	1	+	hg38	4	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX+154066514	1	0.027359781121751026	TRUE	MECP2	-	FALSE	FALSE	0	NAA10	-131359	-	MTCP1	997518	-
chrX	154071276	154071276	1	+	hg38	2	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX+154071276	1	0.027359781121751026	TRUE	MECP2	-	FALSE	FALSE	0	NAA10	-136121	-	MTCP1	992756	-
chrX	154092465	154092465	1	+	hg38	107	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX+154092465	1	0.027359781121751026	TRUE	MECP2	-	FALSE	FALSE	0	NAA10	-157310	-	MTCP1	971567	-
chrX	154765183	154765183	1	+	hg38	101	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX+154765183	1	0.027359781121751026	TRUE	DKC1	+	TRUE	TRUE	0	DKC1	0	+	MTCP1	298849	-
chrX	155232593	155232593	1	+	hg38	6	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX+155232593	1	0.027359781121751026	TRUE	VBP1	+	FALSE	TRUE	-0	CMC4,MTCP1	-161320	-,-	MTCP1	-161320	-
chrX	15831951	15831951	1	+	hg38	88	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX+15831951	1	0.027359781121751026	TRUE	AP1S2	-	FALSE	FALSE	-0	GRPR	-291348	+	MTCP1	139232081	-
chrX	24161243	24161243	1	+	hg38	16	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX+24161243	1	0.027359781121751026	TRUE	ZFX	+	FALSE	TRUE	0	EIF1AX	-4019394	-	MTCP1	130902789	-
chrX	32204696	32204696	1	+	hg38	14	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX+32204696	1	0.027359781121751026	TRUE	DMD	-	FALSE	FALSE	-0	TAB3	-1315301	-	MTCP1	122859336	-
chrX	38625351	38625351	1	+	hg38	96	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX+38625351	1	0.027359781121751026	TRUE	TSPAN7	+	FALSE	TRUE	-0	BCOR	1425893	-	MTCP1	116438681	-
chrX	40300192	40300192	1	+	hg38	8	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX+40300192	1	0.027359781121751026	FALSE	LOC101927476	+	FALSE	TRUE	12470	BCOR	-122862	-	MTCP1	114763840	-
chrX	41733201	41733201	1	+	hg38	175	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX+41733201	1	0.027359781121751026	TRUE	CASK	-	FALSE	FALSE	0	BCOR	-1555871	-	MTCP1	113330831	-
chrX	45767591	45767591	1	+	hg38	5	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX+45767591	1	0.027359781121751026	FALSE	MIR222	-	FALSE	FALSE	-20466	MIR222	-20466	-	MTCP1	109296441	-
chrX	47872495	47872495	1	+	hg38	1	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX+47872495	1	0.027359781121751026	TRUE	ZNF81	+	FALSE	TRUE	0	ELK1	-221890	-	MTCP1	107191537	-
chrX	48546756	48546756	1	+	hg38	6	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX+48546756	1	0.027359781121751026	TRUE	TBC1D25	+	FALSE	TRUE	0	WAS	-137039	+	MTCP1	106517276	-
chrX	51823070	51823070	1	+	hg38	10	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX+51823070	1	0.027359781121751026	TRUE	MAGED1	+	FALSE	TRUE	0	SSX2	873824	-	MTCP1	103240962	-
chrX	53131589	53131589	1	+	hg38	9	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX+53131589	1	0.027359781121751026	TRUE	KANTR	+	FALSE	TRUE	-0	KDM5C	44686	-	MTCP1	101932443	-
chrX	63699596	63699596	1	+	hg38	3	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX+63699596	1	0.027359781121751026	TRUE	ARHGEF9	-	FALSE	FALSE	-0	AMER1	485519	-	MTCP1	91364436	-
chrX	65715696	65715696	1	+	hg38	47	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX+65715696	1	0.027359781121751026	TRUE	MSN	+	FALSE	TRUE	-0	MSN	-0	+	MTCP1	89348336	-
chrX	65803260	65803260	1	+	hg38	44	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX+65803260	1	0.027359781121751026	FALSE	MSN	+	FALSE	TRUE	61328	MSN	61328	+	MTCP1	89260772	-
chrX	71117084	71117084	1	+	hg38	9	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX+71117084	1	0.027359781121751026	FALSE	MED12	+	FALSE	TRUE	-1470	MED12	-1470	+	MTCP1	83946948	-
chrX	71403856	71403856	1	+	hg38	14	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX+71403856	1	0.027359781121751026	TRUE	TAF1	+	FALSE	TRUE	0	NONO	102687	+	MTCP1	83660176	-
chrX	71431707	71431707	1	+	hg38	1	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX+71431707	1	0.027359781121751026	TRUE	TAF1	+	FALSE	TRUE	0	NONO	130538	+	MTCP1	83632325	-
chrX	71432961	71432961	1	+	hg38	3	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX+71432961	1	0.027359781121751026	TRUE	TAF1	+	FALSE	TRUE	0	NONO	131792	+	MTCP1	83631071	-
chrX	71455340	71455340	1	+	hg38	55	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX+71455340	1	0.027359781121751026	TRUE	TAF1	+	FALSE	TRUE	-0	NONO	154171	+	MTCP1	83608692	-
chrX	74904689	74904689	1	+	hg38	53	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX+74904689	1	0.027359781121751026	TRUE	NEXMIF	-	FALSE	FALSE	0	MAGEE1	-1522962	+	MTCP1	80159343	-
chrX	75072993	75072993	1	+	hg38	1	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX+75072993	1	0.027359781121751026	TRUE	ABCB7	-	FALSE	FALSE	-0	MAGEE1	-1354658	+	MTCP1	79991039	-
chrX	77673919	77673919	1	+	hg38	1	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX+77673919	1	0.027359781121751026	TRUE	ATRX	-	FALSE	FALSE	0	ATRX	0	-	MTCP1	77390113	-
chrX	78688571	78688571	1	+	hg38	10	pVehicle	GTSP4210	JLTRG-R5	H48	48	48	chrX+78688571	1	0.027359781121751026	FALSE	RTL3	-	FALSE	FALSE	-29242	ATRX	-902301	-	MTCP1	76375461	-
chr1	10292851	10292851	1	-	hg38	281	pVehicle	GTSP4244	JLTRG-R5	H48	48	48	chr1-10292851	1	0.15503875968992248	TRUE	KIF1B	+	FALSE	FALSE	0	PIK3CD	563925	+	LCK	-21958386	+
chr1	12466417	12466417	1	-	hg38	94	pVehicle	GTSP4244	JLTRG-R5	H48	48	48	chr1-12466417	1	0.15503875968992248	TRUE	VPS13D	+	FALSE	FALSE	-0	DHRS3	101491	-	LCK	-19784820	+
chr1	150130909	150130909	1	-	hg38	161	pVehicle	GTSP4244	JLTRG-R5	H48	48	48	chr1-150130909	1	0.15503875968992248	TRUE	VPS45	+	FALSE	FALSE	-0	APH1A	134488	-	PBX1	-14428449	+
chr1	15657278	15657278	1	-	hg38	37	pVehicle	GTSP4244	JLTRG-R5	H48	48	48	chr1-15657278	1	0.15503875968992248	TRUE	DDI2	+	FALSE	FALSE	-0	CASP9	-132487	-	LCK	-16593959	+
chr1	168000285	168000285	1	-	hg38	36	pVehicle	GTSP4244	JLTRG-R5	H48	48	48	chr1-168000285	1	0.15503875968992248	TRUE	DCAF6	+	FALSE	FALSE	0	GPR161	79255	-	PBX1	3114237	+
chr1	1719559	1719559	1	-	hg38	2	pVehicle	GTSP4244	JLTRG-R5	H48	48	48	chr1-1719559	1	0.15503875968992248	TRUE	CDK11A	-	FALSE	TRUE	0	CDK11A	0	-	LCK	-30531678	+
chr1	180480331	180480331	1	-	hg38	1	pVehicle	GTSP4244	JLTRG-R5	H48	48	48	chr1-180480331	1	0.15503875968992248	TRUE	ACBD6	-	FALSE	TRUE	0	ABL2	-1250646	-	PBX1	15594283	+
chr1	180795810	180795810	1	-	hg38	2	pVehicle	GTSP4244	JLTRG-R5	H48	48	48	chr1-180795810	1	0.15503875968992248	TRUE	XPR1	+	FALSE	FALSE	-0	ABL2	-1566125	-	PBX1	15909762	+
chr1	185143652	185143652	1	-	hg38	8	pVehicle	GTSP4244	JLTRG-R5	H48	48	48	chr1-185143652	1	0.15503875968992248	TRUE	TRMT1L	-	FALSE	TRUE	0	PRG4	-1152619	+	PBX1	20257604	+
chr1	197555422	197555422	1	-	hg38	178	pVehicle	GTSP4244	JLTRG-R5	H48	48	48	chr1-197555422	1	0.15503875968992248	TRUE	DENND1B	-	FALSE	TRUE	-0	ASPM	-408727	-	PBX1	32669374	+
